字段1,字段1_link,字段2,字段3,字段4,字段5,字段6
Senior Beauty Therapist - Commercial Bay - IMMEDIATE START,https://www.seek.co.nz/job/50317650?type=standout#searchRequestToken=67c364f0-59da-48fd-be32-2878773ad0d6,Lovely by Skin Institute,location: AucklandAucklandarea: Auckland CentralAuckland Central,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"30d+ ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Hair Stylist,https://www.seek.co.nz/job/50559786?type=standard#searchRequestToken=67c364f0-59da-48fd-be32-2878773ad0d6,Vivo Salons LP,location: CanterburyCanterburyarea: ChristchurchChristchurch,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"9d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Hair Stylist,https://www.seek.co.nz/job/50456925?type=standard#searchRequestToken=67c364f0-59da-48fd-be32-2878773ad0d6,Vivo Salons LP,location: WaikatoWaikatoarea: HamiltonHamilton,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"28d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Hair Stylist,https://www.seek.co.nz/job/50456866?type=standard#searchRequestToken=67c364f0-59da-48fd-be32-2878773ad0d6,Vivo Salons LP,location: AucklandAucklandarea: Auckland CentralAuckland Central,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"28d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Senior Hairdresser or 3rd Year stylist,https://www.seek.co.nz/job/50449913?type=standard#searchRequestToken=67c364f0-59da-48fd-be32-2878773ad0d6,La Cutting Crew,"location: WellingtonWellingtonarea: Rest of Wellington RegionRest of Wellington Region,$20 - $29.99 per hour",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"29d ago,at",$20 - $29.99 per hour
Hair Stylist,https://www.seek.co.nz/job/50446582?type=standard#searchRequestToken=67c364f0-59da-48fd-be32-2878773ad0d6,Vivo Salons LP,location: SouthlandSouthlandarea: InvercargillInvercargill,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"29d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Hair Stylist,https://www.seek.co.nz/job/50446582?type=standard#searchRequestToken=d4154fc5-af8c-4bca-9034-d2a39f76d858,Vivo Salons LP,location: SouthlandSouthlandarea: InvercargillInvercargill,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"29d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Hairdresser,https://www.seek.co.nz/job/50461781?type=standard#searchRequestToken=d4154fc5-af8c-4bca-9034-d2a39f76d858,Jora New Zealand,location: OtagoOtagoarea: Queenstown & WanakaQueenstown & Wanaka,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"27d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Hair Stylist,https://www.seek.co.nz/job/50454734?type=standard#searchRequestToken=d4154fc5-af8c-4bca-9034-d2a39f76d858,Vivo Salons LP,location: WaikatoWaikatoarea: TaupoTaupo,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"28d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Hair Stylist,https://www.seek.co.nz/job/50477239?type=standard#searchRequestToken=d4154fc5-af8c-4bca-9034-d2a39f76d858,Vivo Salons LP,location: WellingtonWellingtonarea: Wellington CentralWellington Central,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"23d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Hair Stylist,https://www.seek.co.nz/job/50457072?type=standard#searchRequestToken=d4154fc5-af8c-4bca-9034-d2a39f76d858,Vivo Salons LP,location: AucklandAucklandarea: Auckland CentralAuckland Central,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"28d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Hair Stylist,https://www.seek.co.nz/job/50456796?type=standard#searchRequestToken=d4154fc5-af8c-4bca-9034-d2a39f76d858,Vivo Salons LP,location: AucklandAucklandarea: Manukau & East AucklandManukau & East Auckland,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"28d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Hair Stylist,https://www.seek.co.nz/job/50447854?type=standard#searchRequestToken=d4154fc5-af8c-4bca-9034-d2a39f76d858,Vivo Salons LP,location: OtagoOtagoarea: DunedinDunedin,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"29d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Hair Stylist,https://www.seek.co.nz/job/50560052?type=standout#searchRequestToken=46b0ae0e-4f8b-4460-9e1d-fbdd5179fdb3,Vivo Salons LP,location: CanterburyCanterburyarea: ChristchurchChristchurch,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"9d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Beauty Therapist,https://www.seek.co.nz/job/50501966?type=standard#searchRequestToken=46b0ae0e-4f8b-4460-9e1d-fbdd5179fdb3,Jora New Zealand,location: OtagoOtagoarea: DunedinDunedin,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"20d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Salon Manager/Senior Beauty Therapist,https://www.seek.co.nz/job/50491141?type=standard#searchRequestToken=46b0ae0e-4f8b-4460-9e1d-fbdd5179fdb3,Lustre Beauty,location: AucklandAucklandarea: Auckland CentralAuckland Central,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"22d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Senior Stylist - Part time,https://www.seek.co.nz/job/50438997?type=standout#searchRequestToken=46b0ae0e-4f8b-4460-9e1d-fbdd5179fdb3,Peter Salter Hairdressing,"location: AucklandAucklandarea: Rodney & North ShoreRodney & North Shore,$25 - $29.99 per hour",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"30d ago,at",$25 - $29.99 per hour
Beauty Therapist,https://www.seek.co.nz/job/50495849?type=standard#searchRequestToken=46b0ae0e-4f8b-4460-9e1d-fbdd5179fdb3,Jora New Zealand,location: CanterburyCanterburyarea: ChristchurchChristchurch,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"21d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Qualified Baker - PAK'nSAVE Rangiora,https://www.seek.co.nz/job/50468428?type=standard#searchRequestToken=46b0ae0e-4f8b-4460-9e1d-fbdd5179fdb3,Foodstuffs South Island,location: CanterburyCanterburyarea: North CanterburyNorth Canterbury,classification: Trades & ServicesTrades & ServicessubClassification: Bakers & Pastry ChefsBakers & Pastry Chefs,"26d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Bakers & Pastry ChefsBakers & Pastry Chefs
Barber / Senior Barber,https://www.seek.co.nz/job/50475837?type=standout#searchRequestToken=46b0ae0e-4f8b-4460-9e1d-fbdd5179fdb3,BarberShopCo Cambridge,"location: WaikatoWaikatoarea: Rest of WaikatoRest of Waikato,$25 - $29.99 per hour",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"25d ago,at",$25 - $29.99 per hour
Hair Salon Manager,https://www.seek.co.nz/job/50556602?type=standard#searchRequestToken=46b0ae0e-4f8b-4460-9e1d-fbdd5179fdb3,Vivo Salons LP,location: AucklandAucklandarea: Rodney & North ShoreRodney & North Shore,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"9d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Massage Therapist & Beauty Therapist,https://www.seek.co.nz/job/50517141?type=standout#searchRequestToken=46b0ae0e-4f8b-4460-9e1d-fbdd5179fdb3,Champs Elysees Day Spa,"location: CanterburyCanterburyarea: ChristchurchChristchurch,$40,000 - $54,999",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"17d ago,at","$40,000 - $54,999"
Hair Stylist,https://www.seek.co.nz/job/50581112?type=standard#searchRequestToken=46b0ae0e-4f8b-4460-9e1d-fbdd5179fdb3,Vivo Salons LP,location: Bay of PlentyBay of Plentyarea: Rest of Bay of PlentyRest of Bay of Plenty,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"6d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Beauty and Spa Therapist,https://www.seek.co.nz/job/50448091?type=standout#searchRequestToken=46b0ae0e-4f8b-4460-9e1d-fbdd5179fdb3,Sofitel Auckland Viaduct Harbour,"location: AucklandAucklandarea: Auckland CentralAuckland Central,Meals, Uniform and Dry Cleaning provided",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"29d ago,at","Meals, Uniform and Dry Cleaning provided"
Senior Stylist,https://www.seek.co.nz/job/50520308?type=standout#searchRequestToken=46b0ae0e-4f8b-4460-9e1d-fbdd5179fdb3,Chillout Group Limited,location: AucklandAucklandarea: Rodney & North ShoreRodney & North Shore,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"16d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Senior Beauty Therapist/Salon Manager,https://www.seek.co.nz/job/50464594?type=standout#searchRequestToken=46b0ae0e-4f8b-4460-9e1d-fbdd5179fdb3,The Little Loft Ltd,"location: WaikatoWaikatoarea: HamiltonHamilton,$25+ per hourVery well paid Commission package",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"27d ago,at",$25+ per hourVery well paid Commission package
Senior Hairstylist,https://www.seek.co.nz/job/50446312?type=standout#searchRequestToken=46b0ae0e-4f8b-4460-9e1d-fbdd5179fdb3,Ballantynes,location: CanterburyCanterburyarea: ChristchurchChristchurch,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"29d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Experienced Senior Beauty Therapist,https://www.seek.co.nz/job/50454141?type=standard#searchRequestToken=46b0ae0e-4f8b-4460-9e1d-fbdd5179fdb3,Vitalitas,location: AucklandAucklandarea: Papakura & FranklinPapakura & Franklin,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"28d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Senior Beauty Therapist - Commercial Bay - IMMEDIATE START,https://www.seek.co.nz/job/50317650?type=standout#searchRequestToken=46b0ae0e-4f8b-4460-9e1d-fbdd5179fdb3,Lovely by Skin Institute,location: AucklandAucklandarea: Auckland CentralAuckland Central,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"30d+ ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Hair Stylist,https://www.seek.co.nz/job/50559786?type=standard#searchRequestToken=46b0ae0e-4f8b-4460-9e1d-fbdd5179fdb3,Vivo Salons LP,location: CanterburyCanterburyarea: ChristchurchChristchurch,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"9d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Hair Stylist,https://www.seek.co.nz/job/50456925?type=standard#searchRequestToken=46b0ae0e-4f8b-4460-9e1d-fbdd5179fdb3,Vivo Salons LP,location: WaikatoWaikatoarea: HamiltonHamilton,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"28d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Hair Stylist,https://www.seek.co.nz/job/50456866?type=standard#searchRequestToken=46b0ae0e-4f8b-4460-9e1d-fbdd5179fdb3,Vivo Salons LP,location: AucklandAucklandarea: Auckland CentralAuckland Central,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"28d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Senior Hairdresser or 3rd Year stylist,https://www.seek.co.nz/job/50449913?type=standard#searchRequestToken=46b0ae0e-4f8b-4460-9e1d-fbdd5179fdb3,La Cutting Crew,"location: WellingtonWellingtonarea: Rest of Wellington RegionRest of Wellington Region,$20 - $29.99 per hour",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"29d ago,at",$20 - $29.99 per hour
Senior Hairdresser or 3rd Year stylist,https://www.seek.co.nz/job/50449913?type=standard#searchRequestToken=386c5d7d-61c6-4b6d-99d0-d09a739ce536,La Cutting Crew,"location: WellingtonWellingtonarea: Rest of Wellington RegionRest of Wellington Region,$20 - $29.99 per hour",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"29d ago,at",$20 - $29.99 per hour
Hair Stylist,https://www.seek.co.nz/job/50446582?type=standard#searchRequestToken=386c5d7d-61c6-4b6d-99d0-d09a739ce536,Vivo Salons LP,location: SouthlandSouthlandarea: InvercargillInvercargill,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"29d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
Hairdresser,https://www.seek.co.nz/job/50461781?type=standard#searchRequestToken=386c5d7d-61c6-4b6d-99d0-d09a739ce536,Jora New Zealand,location: OtagoOtagoarea: Queenstown & WanakaQueenstown & Wanaka,classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services,"27d ago,at",classification: Trades & ServicesTrades & ServicessubClassification: Hair & Beauty ServicesHair & Beauty Services
